anchor,positive,negative
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\b42360e251853086cc1d4f123e2826a5.jpg,embeddings_train_data\topwear\positive\87d9dffd7c91b8364ce6a75dea9e776d.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\379d369e6c7f8b7babdba6a36c1c04a9.jpg,embeddings_train_data\topwear\positive\e5a10cb3d42efcf1fd833119013ba16a.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\c863749e3dd443ac5c65b3cfaca2dc9c.jpg,embeddings_train_data\topwear\positive\59888c3688ae620e2ba95eb675a21eed.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\d2a11446d221637607c15295dbac967b.jpg,embeddings_train_data\topwear\positive\f7aa6a128e720e3ff1a0acb11cca2af4.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\5d6494eace9705b71facb4f227a5f7dc.jpg,embeddings_train_data\topwear\positive\778b8b7a8aed0fd601ac7b13ac739c08.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\fc443c73e88895bec9f3a0089fec4dae.jpg,embeddings_train_data\topwear\positive\2963b251d66567773d2ba0b586919ac8.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\69cfa69f5c06cb3b8415cf7835a88412.jpg,embeddings_train_data\topwear\positive\1d74f6b7c63344564d1b9e35a1249f6c.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\de8e5a368f2a43112e66ccb0c3a7927b.jpg,embeddings_train_data\topwear\positive\c4e2cdbe55a18f1c0146a2fcd6c45e06.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\bbcf808298bc8a89cd06feac83b2ce6f.jpg,embeddings_train_data\topwear\positive\6b117412e082e452a7be81bc4d1632f2.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\c16d3bf873a59f8ebc00bcb4cb31e177.jpg,embeddings_train_data\topwear\positive\fe522f1c24bc870491077ff168e6686b.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\534d30c3e02d4fda6b5d4c44c66f5072.jpg,embeddings_train_data\topwear\positive\2d7292c094b73143d7e54db34e3bde03.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\f4637e6829c3eff5d8aa5cb92e46e5f3.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\20d8a07e8af0edfac23204924dfa6d54.jpg,embeddings_train_data\topwear\positive\97592f78023519c2f75aa5bf94ddbec9.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\6e2b8d016349dab8663fbdc89d68a195.jpg,embeddings_train_data\topwear\positive\160f72f24051749b04ff42f598c677ab.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\698377efffcefd064fd224a9d0dd8f01.jpg,embeddings_train_data\topwear\positive\1b9def5ea9f1a2a777af7d77789a62d4.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\0258484de7c07456738b699ee2f9f1f1.jpg,embeddings_train_data\topwear\positive\a8b1c7af723b488a20ca7b9ca5a03074.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\afdd792ee2b33efed50ccc65c4570ad8.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\855cce34bdb6635c9092c8512dc43140.jpg,embeddings_train_data\topwear\positive\74dd3d8ba5ced4c72385f9958df42ee1.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\00634526e849e2760baef548291af601.jpg,embeddings_train_data\topwear\positive\5f032c06c736ce7d515bfafa1a178e52.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\6d93110deb78c07af75c2ca086cbecce.jpg,embeddings_train_data\topwear\positive\4bad68eec6bcdab0c276073b31b73769.jpg
embeddings_train_data\topwear\anchor\9bf7a4dea4e40425f53e1c697cb06b51.jpg,embeddings_train_data\topwear\positive\7e604c6bd195c4549336edc61454a2b6.jpg,embeddings_train_data\topwear\positive\ab385b09af604fa6bee37085d343d26d.jpg
embeddings_train_data\topwear\anchor\9cd8f3e9385dd596123d5919776b1f58.jpg,embeddings_train_data\topwear\positive\936267fb438a618d5dd086d11bf2e1fe.jpg,embeddings_train_data\topwear\positive\b86f3d2d5f9afbee6591b8de9cf44dfb.jpg
embeddings_train_data\topwear\anchor\a0892d133d3bd11d98bd53e49defbe9c.jpg,embeddings_train_data\topwear\positive\42f521614892174d655c58d84e31eaca.jpg,embeddings_train_data\topwear\positive\e487c661186de4301a838c9381c8ea05.jpg
embeddings_train_data\topwear\anchor\a0892d133d3bd11d98bd53e49defbe9c.jpg,embeddings_train_data\topwear\positive\fe8e14c9f3bbcf5872613c2070815547.jpg,embeddings_train_data\topwear\positive\def1061ff3be402c1798255179bec72f.jpg
embeddings_train_data\topwear\anchor\a09663393e3c3d529e517369e85d971f.jpg,embeddings_train_data\topwear\positive\17c90798ca9bfea4a6848b6bb3c6716b.jpg,embeddings_train_data\topwear\positive\3083c27b5c583bc6be0663db1291b5bf.jpg
embeddings_train_data\topwear\anchor\a58b33eff61673ebdcd3d00c2e9ac2c2.jpg,embeddings_train_data\topwear\positive\deca311d0f1dad9ca932769490d539b4.jpg,embeddings_train_data\topwear\positive\99c03a6d3a7c178632d018e28147eb99.jpg
embeddings_train_data\topwear\anchor\a69fb0d1b61a34a1439994ce1a139a87.jpg,embeddings_train_data\topwear\positive\bee792a6aa3033d5add034a8c0c4a958.jpg,embeddings_train_data\topwear\positive\7cbd1b817dc4cfb84368723cc9f9b963.jpg
embeddings_train_data\topwear\anchor\a79207d2ef9c458cad9f13b180e6a2cd.jpg,embeddings_train_data\topwear\positive\06628bf763e8b5b437f925f3f9fea0b6.jpg,embeddings_train_data\topwear\positive\74dd3d8ba5ced4c72385f9958df42ee1.jpg
embeddings_train_data\topwear\anchor\a79207d2ef9c458cad9f13b180e6a2cd.jpg,embeddings_train_data\topwear\positive\667ee88185b1d7d0f71171b520d124ce.jpg,embeddings_train_data\topwear\positive\8565f3d1d374f9db630b668d80676a97.jpg
embeddings_train_data\topwear\anchor\a9aac72910e7a45010e669e594829211.jpg,embeddings_train_data\topwear\positive\b8da728abaf352471cf469bac05604d4.jpg,embeddings_train_data\topwear\positive\e33a69290d92750646634e1b95da765b.jpg
embeddings_train_data\topwear\anchor\ab8cf441483e6bc37594e580357d7900.jpg,embeddings_train_data\topwear\positive\c7768f99b1414d5b5733c83c5fe15c2f.jpg,embeddings_train_data\topwear\positive\185bc5c457d18fa61b2d0ac20a89cfa2.jpg
embeddings_train_data\topwear\anchor\ac01325c01d27c67d142288aef821634.jpg,embeddings_train_data\topwear\positive\5ce0f2299d054e5301139962f5d25943.jpg,embeddings_train_data\topwear\positive\aeccfdc34cb91b19d6ec761fbab88c0f.jpg
embeddings_train_data\topwear\anchor\ac01325c01d27c67d142288aef821634.jpg,embeddings_train_data\topwear\positive\5339ee4abd7ec7527066190b1603af49.jpg,embeddings_train_data\topwear\positive\39424bb0e8cd61da0f1277d368759bed.jpg
embeddings_train_data\topwear\anchor\ac01325c01d27c67d142288aef821634.jpg,embeddings_train_data\topwear\positive\a29c088b5f99ee62254097d685d7450b.jpg,embeddings_train_data\topwear\positive\d2e62e0bbde454e8c977908683f009a5.jpg
embeddings_train_data\topwear\anchor\ac01325c01d27c67d142288aef821634.jpg,embeddings_train_data\topwear\positive\ec74b4890618bf7394a659be5428a444.jpg,embeddings_train_data\topwear\positive\02a720034adb5ec0c17e8c6880ec4afd.jpg
embeddings_train_data\topwear\anchor\b3e741f01c3fd93f13d17a4c89b383ba.jpg,embeddings_train_data\topwear\positive\0dc42af69f674466dc645de6649a9127.jpg,embeddings_train_data\topwear\positive\ab072cb9823d1bdf1382b59f996108ce.jpg
embeddings_train_data\topwear\anchor\b5c5e870c73b678159ab40e7cd581aca.jpg,embeddings_train_data\topwear\positive\bbcd57c076b66d46c6eca654b92e0610.jpg,embeddings_train_data\topwear\positive\5ffb55e66a1bb28a5ef572bb5612777f.jpg
embeddings_train_data\topwear\anchor\b6451cabebea0dd5eedf980bed15f58d.jpg,embeddings_train_data\topwear\positive\94d3805dbbb8d53aa25a61dd1e72b682.jpg,embeddings_train_data\topwear\positive\a26a57d0376468e111643d87e0df02cb.jpg
embeddings_train_data\topwear\anchor\b823864f5e125082693d335e3aab5190.jpg,embeddings_train_data\topwear\positive\53a3adf9c22f9ae453bef836a3f58c3e.jpg,embeddings_train_data\topwear\positive\b51117612c018fc9435b7561ba242bcf.jpg
embeddings_train_data\topwear\anchor\b9b1f2439862a49f79a3838a5bcc1ec1.jpg,embeddings_train_data\topwear\positive\0c0f7c4f84633da0b9b9dbdfa680eb88.jpg,embeddings_train_data\topwear\positive\a1552c3b79556910fded2952ad41e557.jpg
embeddings_train_data\topwear\anchor\bb95ce277b5739669e79372d38f9b25f.jpg,embeddings_train_data\topwear\positive\53c88f65f129432ba614197434c14760.jpg,embeddings_train_data\topwear\positive\801e845fda7bf1295da8c2386b2933f3.jpg
embeddings_train_data\topwear\anchor\bf7d3ec5f061c3504d89453a30cf7335.jpg,embeddings_train_data\topwear\positive\8bbb1f1671cfbe2b3b404842dd486209.jpg,embeddings_train_data\topwear\positive\ac723797f4cfd2e909af8944537b4531.jpg
embeddings_train_data\topwear\anchor\bf7d3ec5f061c3504d89453a30cf7335.jpg,embeddings_train_data\topwear\positive\ea97bb21fa21e78fd38cf23d2967fc4d.jpg,embeddings_train_data\topwear\positive\e0cbe516999f98e95f576e2059a419ad.jpg
embeddings_train_data\topwear\anchor\c03e6b2813cd4fdf1aa0c8f5ac65fcc1.jpg,embeddings_train_data\topwear\positive\e41aefb063290645e1e61eb127409b58.jpg,embeddings_train_data\topwear\positive\a1878b266479de46e87edbadbd9b29a4.jpg
embeddings_train_data\topwear\anchor\c12da5240eca32384424252556698101.jpg,embeddings_train_data\topwear\positive\c618ba44c9bbc96b2bed3251a4edf51c.jpg,embeddings_train_data\topwear\positive\cdca608062e92adf1b1b9310449229ec.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\c9de3eb0da97233687067f87de58d6e2.jpg,embeddings_train_data\topwear\positive\0ab767f015cb8e95cf7f181028eed5b3.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\12dd982929d9deecc2e938f6521f8a7e.jpg,embeddings_train_data\topwear\positive\c7768f99b1414d5b5733c83c5fe15c2f.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\415334f0669190f47b696ddb430dff4f.jpg,embeddings_train_data\topwear\positive\b4075b7263ee032c46f4409f1f74fe6e.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\b06f2ff7117b4463bc319bfd068defde.jpg,embeddings_train_data\topwear\positive\ab7c679c44d88388516512d8942b9b40.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\823c6e4b57c873e0d5c4c66acf73b74d.jpg,embeddings_train_data\topwear\positive\9b5c32a6f80bd9a95df1bcb604717b71.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\4755f0183ea6348b78cfe200902ff087.jpg,embeddings_train_data\topwear\positive\e916f6d3dd6e81b9cdfdf248811480f9.jpg
embeddings_train_data\topwear\anchor\c389dd4bd61e9aa89661fe42879b0376.jpg,embeddings_train_data\topwear\positive\d6a50fe6372334174e1887fc057f1d70.jpg,embeddings_train_data\topwear\positive\c7182930228e27bfc10109e2444c1d8e.jpg
embeddings_train_data\topwear\anchor\c8aa1032b5690c4e5b84900a800efb11.jpg,embeddings_train_data\topwear\positive\de02887758ee1f4f06c7d722e75e392b.jpg,embeddings_train_data\topwear\positive\9c6ebe69f368f84b814f4b574fca8fd8.jpg
embeddings_train_data\topwear\anchor\cc9efc6d47ee21fee404b8a8b32ac5c4.jpg,embeddings_train_data\topwear\positive\21c89f1ad123027412eff094431a4d46.jpg,embeddings_train_data\topwear\positive\74a26f0f7e4d4444435df5c4add6484b.jpg
embeddings_train_data\topwear\anchor\ccea34e3e6a82943626e72cb90242075.jpg,embeddings_train_data\topwear\positive\7beb3eb99fcd07ff0bca40c4526217c8.jpg,embeddings_train_data\topwear\positive\24696e0c00193b14855ef285ef924931.jpg
embeddings_train_data\topwear\anchor\cf69d6a571ea75eb842f30b7b642eb5b.jpg,embeddings_train_data\topwear\positive\565cd50e1f53d7534422e6d1c67f5c54.jpg,embeddings_train_data\topwear\positive\5cc63cf60482e385927700c4413e166a.jpg
embeddings_train_data\topwear\anchor\d06c312ae9051c0d7a5a505980fbf186.jpg,embeddings_train_data\topwear\positive\ffd844f793000621384e06aa506b5db0.jpg,embeddings_train_data\topwear\positive\784c098e7b0934341c7eb238952c2b98.jpg
embeddings_train_data\topwear\anchor\d06c312ae9051c0d7a5a505980fbf186.jpg,embeddings_train_data\topwear\positive\4f2eb2ef07273018a7198b0f48586aff.jpg,embeddings_train_data\topwear\positive\dbc75f763b08e5d5d96da49fc847b6c0.jpg
embeddings_train_data\topwear\anchor\d63baa57198d141b4b85f2fde091c308.jpg,embeddings_train_data\topwear\positive\eb5224c5af78f214cf22e916cea387a7.jpg,embeddings_train_data\topwear\positive\2c5572c6921f23ae3b5cbbeb2d27598b.jpg
embeddings_train_data\topwear\anchor\d8eea65ea2fc882c593280e8f1a113d4.jpg,embeddings_train_data\topwear\positive\c23c623a94b26e194e3784cdd2e87d41.jpg,embeddings_train_data\topwear\positive\66cf139aa65fcf428cc3285738f78938.jpg
embeddings_train_data\topwear\anchor\d8fcf22e7bd7b1ce2314681a9ddad644.jpg,embeddings_train_data\topwear\positive\9ac012332a68b3efbbffab305e01a177.jpg,embeddings_train_data\topwear\positive\3f5e5bf2dfc338b38942f1105a2f3a25.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\f231fe62504dc960bd9582194623e8bf.jpg,embeddings_train_data\topwear\positive\3bc9558c9dee25130c65a9ebc5d76c7f.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\94f8845f470bfe6feb7643f29591443c.jpg,embeddings_train_data\topwear\positive\4d021db10b644ce5c89ae99ca394dfbf.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\b5c2ae701e312e5224a25da9110c8603.jpg,embeddings_train_data\topwear\positive\9516fb48f6bcb259d1d7fdc39e2b70d3.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\0b0d90ccf828c51e6e8a2c7fef1332e7.jpg,embeddings_train_data\topwear\positive\0fff8605328f35c63e8e0087fc44dff6.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\d6809af0e2f549b3c33aeb6ebb87fde3.jpg,embeddings_train_data\topwear\positive\f2913527e2d011f291f74d1e7de2c414.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\32c834818a808eb33d5635513937c33a.jpg,embeddings_train_data\topwear\positive\9a427f6be3656282b733e8889d95bd0c.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\45da9677865da6d6538bb33fad968f79.jpg,embeddings_train_data\topwear\positive\3b613f36444258dc673550f7a775dcb7.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\900c0b6b50f2fb59d3658284237e4c9f.jpg,embeddings_train_data\topwear\positive\75e5d91911cb0552b282a1ab9c794fcb.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\801e845fda7bf1295da8c2386b2933f3.jpg,embeddings_train_data\topwear\positive\f99cd518357302501f8e71d1261a0ec2.jpg
embeddings_train_data\topwear\anchor\d9ad177f17b6405684925b2883e998c4.jpg,embeddings_train_data\topwear\positive\dfef7ac24d0352eb0c9c8c3a6acc1840.jpg,embeddings_train_data\topwear\positive\ff1fa069a2b7330db463bc6a73e468a7.jpg
embeddings_train_data\topwear\anchor\dbcc4b43794bf9d8a7c8db4829340697.jpg,embeddings_train_data\topwear\positive\0a3f642bfef002d308ceccaf4cf4e044.jpg,embeddings_train_data\topwear\positive\46ce5cf45f15ec858d3a396b52f36fef.jpg
embeddings_train_data\topwear\anchor\dcf7bc144e8ba03289082082b6d70538.jpg,embeddings_train_data\topwear\positive\197362f515964328d73b8faa14e2002a.jpg,embeddings_train_data\topwear\positive\52b2dec178a30a2dd210902d8957a3ee.jpg
embeddings_train_data\topwear\anchor\e10ddf196878453afe3c600974c58677.jpg,embeddings_train_data\topwear\positive\c2946ae6f0f3ea0d6d9ca0117df3c8d4.jpg,embeddings_train_data\topwear\positive\0325200e726edb3640062f672403edd1.jpg
embeddings_train_data\topwear\anchor\e1bb8ebe61bea41e8548a70aa67c34f6.jpg,embeddings_train_data\topwear\positive\921844dbc2c52d145fda978dd7a99cbe.jpg,embeddings_train_data\topwear\positive\29749ab017973cb1a1cdd6a73d32bc9a.jpg
embeddings_train_data\topwear\anchor\e1bb8ebe61bea41e8548a70aa67c34f6.jpg,embeddings_train_data\topwear\positive\8a98698e45ffed0ae9638d1a096bb498.jpg,embeddings_train_data\topwear\positive\456ce62f1509c02e64c9a9f351b96912.jpg
embeddings_train_data\topwear\anchor\e2c27fd59ad63cd67a6d22a392861869.jpg,embeddings_train_data\topwear\positive\9936052fb15d371613a52d4275e252b7.jpg,embeddings_train_data\topwear\positive\98fbeae887d1bd77140c7e17e31d93a9.jpg
embeddings_train_data\topwear\anchor\e33f5f90ac190cab758b0073fb7ea674.jpg,embeddings_train_data\topwear\positive\ca671af38e7f53f348e7d952d9c43a10.jpg,embeddings_train_data\topwear\positive\9d51062f76a55022dc97e84151bc9005.jpg
embeddings_train_data\topwear\anchor\e3c6f9cc0288c7ea366e7b35fe6dc1dc.jpg,embeddings_train_data\topwear\positive\4439d71d73223ddfb9fade5a4d15aa3f.jpg,embeddings_train_data\topwear\positive\955aeef06d5d964e2e0e358e148208c9.jpg
embeddings_train_data\topwear\anchor\e447ec91df162a08ff52acd625d0c062.jpg,embeddings_train_data\topwear\positive\15f8920b5a67100c26a2d5f009edbd18.jpg,embeddings_train_data\topwear\positive\860a8f8289bccd28278d0b28c2e3d8d3.jpg
embeddings_train_data\topwear\anchor\e5666d76e81d690c660a6b778fefa12d.jpg,embeddings_train_data\topwear\positive\dab5f1dee1db01012e10e4001986532e.jpg,embeddings_train_data\topwear\positive\6a0108a3cac72528b0f5b884e091875f.jpg
embeddings_train_data\topwear\anchor\e7feda767981d15410f8bd790b6dda4e.jpg,embeddings_train_data\topwear\positive\186cfb198ac1156c2a44323069b239dd.jpg,embeddings_train_data\topwear\positive\e51e2fa1f916161b8ca436d240170364.jpg
embeddings_train_data\topwear\anchor\e85c43c7cddd9b72d13b8bd8cac2e440.jpg,embeddings_train_data\topwear\positive\12153b657a007b6bc12e032f132ebc5e.jpg,embeddings_train_data\topwear\positive\facec0b8f5d3489d82db66129df7bd60.jpg
embeddings_train_data\topwear\anchor\e8ca621a1bf2b916ae31005db0a8782d.jpg,embeddings_train_data\topwear\positive\2b848ee777cfc514e9b0d1302e419845.jpg,embeddings_train_data\topwear\positive\5276f0e9e5149f6d91b8bc7042808ba5.jpg
embeddings_train_data\topwear\anchor\eb1e8efe8a54286f0f90c91ebd6a0b13.jpg,embeddings_train_data\topwear\positive\c598a9ea61aa7ecfd895e2e1df0bfa45.jpg,embeddings_train_data\topwear\positive\ed76ce77564b81029c15a61dc98114bf.jpg
embeddings_train_data\topwear\anchor\ec41805a3e2704a0b7493f6ad0cb6ac3.jpg,embeddings_train_data\topwear\positive\e1853b7cdf6af2c8e8fb2804043a7d4a.jpg,embeddings_train_data\topwear\positive\d29ca1c88afc49415d2e838b38b5b933.jpg
embeddings_train_data\topwear\anchor\ec64d259c368200e54bf67b0f27a6527.jpg,embeddings_train_data\topwear\positive\78462bb062f53113476bb9ee1720377c.jpg,embeddings_train_data\topwear\positive\4c1c163a6ec460ac3d50e2cc0b632105.jpg
embeddings_train_data\topwear\anchor\ef837980b1f354a2a53ff7be82580e8d.jpg,embeddings_train_data\topwear\positive\a9ea4d06d1a4a79bea89656365e23718.jpg,embeddings_train_data\topwear\positive\c9aaae0fb48f7b8d10dc31897b523914.jpg
embeddings_train_data\topwear\anchor\f3a6b8821fc6a34bab0e93aeebe0a505.jpg,embeddings_train_data\topwear\positive\12ae57fc89d2f7e17bec06bb3601f801.jpg,embeddings_train_data\topwear\positive\c6f7c45be80328770b13d48351c48825.jpg
